Age;Sexe;Nationalité(s);Quartier
35;F;R;LIMPERTSBERG
53;F;E;HOLLERICH
67;M;P;HOLLERICH
36;M;I;NEUDORF/WEIMERSHOF
56;M;CH;GARE
68;M;L;BEGGEN
47;F;I;KIRCHBERG
51;M;GB;DOMMELDANGE
25;M;F;NEUDORF/WEIMERSHOF
39;F;CV;KIRCHBERG
23;M;P;EICH
47;F;F;BONNEVOIE-SUD
45;F;UKR;CENTS
9;F;L;CENTS
18;F;CDN;CESSANGE
51;F;CY;HAMM
10;M;S, MEX;ROLLINGERGRUND/BELAIR-NORD
12;F;B;BELAIR
72;F;L;GASPERICH
48;F;J;MERL
55;M;L;NEUDORF/WEIMERSHOF
73;M;L;DOMMELDANGE
30;F;GR;HOLLERICH
28;M;L, P;BELAIR
35;M;L;KIRCHBERG
46;F;F;CESSANGE
16;F;GB;DOMMELDANGE
54;M;L;GASPERICH
6;M;D;CENTS
27;M;F;BONNEVOIE-NORD/VERLORENKOST
4;F;E;KIRCHBERG
36;M;L;BONNEVOIE-SUD
44;F;F;KIRCHBERG
68;F;L;HAMM
46;F;L, F;MERL
21;M;L, P;MUEHLENBACH
64;M;D;VILLE-HAUTE
71;M;L;ROLLINGERGRUND/BELAIR-NORD
19;M;L, P;GASPERICH
32;F;SGP;BELAIR
62;M;B;MUEHLENBACH
25;F;L, F, I;EICH
7;F;H, PL;HOLLERICH
29;M;E;LIMPERTSBERG
31;M;L;GASPERICH
16;F;L, UKR;BEGGEN
17;F;L, D;BELAIR
3;M;PL;NEUDORF/WEIMERSHOF
47;M;B;BONNEVOIE-SUD
48;M;CY, GB;CENTS
9;M;P;MUEHLENBACH
3;F;I;BELAIR
59;F;L;BONNEVOIE-SUD
51;F;P;VILLE-HAUTE
25;F;F;BONNEVOIE-SUD
29;M;I;DOMMELDANGE
15;F;F;BELAIR
29;M;H;EICH
41;F;R;BONNEVOIE-NORD/VERLORENKOST
53;F;L;MERL
40;M;F;GASPERICH
33;M;E;BELAIR
39;F;L;GASPERICH
7;F;L, F;MERL
84;F;L;GARE
6;F;L, B, F;KIRCHBERG
57;F;F;KIRCHBERG
34;F;L;CENTS
35;F;R;BEGGEN
26;F;L;GASPERICH
39;F;IND;GARE
46;M;GUB;GARE
42;F;J;MERL
20;F;L;BONNEVOIE-SUD
26;F;F;NEUDORF/WEIMERSHOF
73;M;GB;BONNEVOIE-SUD
28;F;F;MERL
54;M;L;DOMMELDANGE
69;M;L;MERL
29;F;P;CENTS
71;F;L, SRB;ROLLINGERGRUND/BELAIR-NORD
28;M;F;BONNEVOIE-SUD
38;F;I;EICH
43;M;L;CENTS
48;F;L, E;MERL
35;M;L;GASPERICH
16;M;D, F;BELAIR
69;F;L;BONNEVOIE-SUD
68;F;MNE;BONNEVOIE-NORD/VERLORENKOST
59;M;R;GARE
30;M;E;GARE
50;F;USA;GASPERICH
12;M;L;BONNEVOIE-NORD/VERLORENKOST
67;F;L;MERL
37;F;E;MERL
6;M;L, F;BELAIR
31;F;L;GARE
9;F;L, SRB;BONNEVOIE-SUD
61;F;L;CLAUSEN
54;M;HRV;BONNEVOIE-NORD/VERLORENKOST
74;M;L;PFAFFENTHAL
76;F;L;KIRCHBERG
15;M;TJ;BONNEVOIE-SUD
52;F;P;GASPERICH
3;M;IND;GASPERICH
63;M;L;VILLE-HAUTE
55;M;L;BONNEVOIE-SUD
10;M;L;MERL
55;M;I;DOMMELDANGE
63;M;L;ROLLINGERGRUND/BELAIR-NORD
61;M;L;PFAFFENTHAL
38;F;PL;BONNEVOIE-NORD/VERLORENKOST
33;F;L;VILLE-HAUTE
34;F;P;BELAIR
27;F;F;VILLE-HAUTE
58;M;L;BONNEVOIE-SUD
58;M;L;CENTS
46;F;L;WEIMERSKIRCH
4;F;P;GARE
87;F;L, D;HOLLERICH
27;M;I;ROLLINGERGRUND/BELAIR-NORD
83;M;L;BONNEVOIE-NORD/VERLORENKOST
64;M;L;ROLLINGERGRUND/BELAIR-NORD
16;M;L, F;BELAIR
45;M;I;BELAIR
38;M;D;GASPERICH
31;F;L;NEUDORF/WEIMERSHOF
13;F;F;ROLLINGERGRUND/BELAIR-NORD
13;F;F;MUEHLENBACH
40;F;J;LIMPERTSBERG
17;F;L;BEGGEN
24;M;IRL;BONNEVOIE-SUD
16;M;P;BONNEVOIE-SUD
71;M;L;CENTS
71;M;L;BONNEVOIE-NORD/VERLORENKOST
42;M;C;LIMPERTSBERG
84;F;L;GARE
66;F;L;GARE
39;F;RC;HOLLERICH
15;M;F;PFAFFENTHAL
30;M;D;WEIMERSKIRCH
9;M;IND;BELAIR
68;M;L;VILLE-HAUTE
51;F;CV;HOLLERICH
25;F;P;GARE
7;F;L;BELAIR
49;M;P;HOLLERICH
38;F;NL;DOMMELDANGE
27;M;L, B;LIMPERTSBERG
32;M;TN;NEUDORF/WEIMERSHOF
2;F;D, IL;NEUDORF/WEIMERSHOF
29;M;L;ROLLINGERGRUND/BELAIR-NORD
42;F;L, BR;HAMM
21;M;ERY;MUEHLENBACH
59;M;L;EICH
38;F;F;LIMPERTSBERG
37;M;HRV;BONNEVOIE-SUD
51;M;B;BONNEVOIE-SUD
25;M;L, B;HOLLERICH
20;M;L;BEGGEN
20;M;L;ROLLINGERGRUND/BELAIR-NORD
44;M;L;CESSANGE
44;F;L;MERL
39;M;L;HOLLERICH
18;F;L;BELAIR
51;F;L, F;GASPERICH
24;F;F;BONNEVOIE-SUD
34;F;L;CENTS
67;M;GB;LIMPERTSBERG
13;F;L;CENTS
37;M;F;CESSANGE
22;M;L;BEGGEN
62;M;L, RC;BONNEVOIE-SUD
35;F;IR;NEUDORF/WEIMERSHOF
3;M;L;BEGGEN
31;M;L;KIRCHBERG
59;M;L, PL;GASPERICH
42;F;R, MOL;NEUDORF/WEIMERSHOF
48;F;F;LIMPERTSBERG
51;M;AUS, NZ;ROLLINGERGRUND/BELAIR-NORD
64;M;P;HOLLERICH
67;F;DK;BELAIR
45;M;GR;LIMPERTSBERG
33;F;L;BONNEVOIE-SUD
19;F;LVA;DOMMELDANGE
42;M;L;ROLLINGERGRUND/BELAIR-NORD
37;M;F;GARE
14;F;P;DOMMELDANGE
69;M;L, SRB;HAMM
49;F;ERY;PFAFFENTHAL
62;F;L;MERL
23;M;P;GASPERICH
28;M;P;NEUDORF/WEIMERSHOF
27;M;F;MUEHLENBACH
31;F;L, GB;GARE
27;M;F;GASPERICH
32;M;H;GARE
46;F;TJ;ROLLINGERGRUND/BELAIR-NORD
14;M;L, P;BEGGEN
28;F;I;GASPERICH
40;M;E;KIRCHBERG
35;M;I;BONNEVOIE-NORD/VERLORENKOST
20;M;E;CENTS
55;M;DK;BELAIR
54;M;F;GASPERICH
33;M;F;GARE
34;F;E;GARE
51;M;GR;NEUDORF/WEIMERSHOF
2;M;L;BELAIR
56;F;P;KIRCHBERG
59;M;SRB;BONNEVOIE-SUD
20;F;L, P;KIRCHBERG
32;M;L, P;PFAFFENTHAL
50;F;I;GARE
34;M;L, D, I;BEGGEN
63;M;D;CENTS
37;M;D;BELAIR
20;F;L, F;GARE
24;F;F;NEUDORF/WEIMERSHOF
24;M;F;BONNEVOIE-SUD
27;M;F;CESSANGE
47;M;L;LIMPERTSBERG
34;F;P;HOLLERICH
29;F;R;BONNEVOIE-SUD
6;F;B, GB;KIRCHBERG
40;M;DK;HOLLERICH
31;M;GR;CLAUSEN
40;F;IND;BONNEVOIE-SUD
29;M;F;VILLE-HAUTE
3;F;ERY;LIMPERTSBERG
64;F;B;VILLE-HAUTE
71;F;RUS;BELAIR
28;F;F;GASPERICH
89;F;L;CESSANGE
31;F;L;LIMPERTSBERG
43;F;L;CENTS
25;M;F;VILLE-HAUTE
40;M;F;GASPERICH
53;M;L, B;HOLLERICH
50;M;L, F, GB;LIMPERTSBERG
46;M;I;BELAIR
45;F;PL;LIMPERTSBERG
64;M;P;BELAIR
33;M;R;NEUDORF/WEIMERSHOF
30;M;L;BELAIR
38;M;F;GASPERICH
58;F;P;NEUDORF/WEIMERSHOF
34;F;I;GARE
43;F;L;GARE
58;M;E;BELAIR
66;F;F;LIMPERTSBERG
36;F;CZ;EICH
15;M;S;LIMPERTSBERG
53;F;L;BONNEVOIE-NORD/VERLORENKOST
47;M;F;MERL
10;F;L;BELAIR
5;M;L;HAMM
59;F;CZ;KIRCHBERG
40;F;PL;GASPERICH
27;F;B;HOLLERICH
53;M;F;BONNEVOIE-SUD
45;M;L;GASPERICH
25;M;F;GARE
88;F;L;CESSANGE
45;M;F;GASPERICH
61;F;P;ROLLINGERGRUND/BELAIR-NORD
41;F;D;ROLLINGERGRUND/BELAIR-NORD
56;F;P;VILLE-HAUTE
47;F;L, F;HOLLERICH
51;M;L, F;BONNEVOIE-NORD/VERLORENKOST
17;M;L, B;CESSANGE
32;M;BG;ROLLINGERGRUND/BELAIR-NORD
56;M;I;MERL
31;M;I;HOLLERICH
3;F;IND;GASPERICH
36;M;F;ROLLINGERGRUND/BELAIR-NORD
6;M;P;BONNEVOIE-SUD
60;F;D;BELAIR
35;M;F;MERL
38;M;L;MERL
40;M;I;GASPERICH
46;F;L, F;LIMPERTSBERG
27;M;F;GARE
35;F;IND;ROLLINGERGRUND/BELAIR-NORD
46;M;B;BELAIR
45;F;BG;KIRCHBERG
32;F;F, I;BELAIR
27;F;E;GASPERICH
37;F;P;GARE
2;M;B, F;GASPERICH
15;M;BG;BONNEVOIE-SUD
64;M;L;LIMPERTSBERG
32;M;P;GASPERICH
82;M;D;DOMMELDANGE
35;F;L, S;BELAIR
22;M;D;GASPERICH
36;F;GR;MERL
26;M;F;BELAIR
65;M;F;GARE
35;F;MS;CESSANGE
30;M;L;CENTS
6;M;L;GARE
80;M;L;GARE
13;M;P;GRUND
24;F;L;GASPERICH
30;M;PL;KIRCHBERG
53;F;B;LIMPERTSBERG
67;F;L;BONNEVOIE-SUD
48;M;E;BONNEVOIE-SUD
3;M;F;BELAIR
5;M;IND;KIRCHBERG
32;F;GR;LIMPERTSBERG
25;M;E;HOLLERICH
39;F;R;HOLLERICH
40;F;L, PL;BONNEVOIE-SUD
12;M;GB;HOLLERICH
31;M;F;BONNEVOIE-SUD
38;M;IRL;LIMPERTSBERG
63;M;GB;GARE
55;F;D;MERL
63;M;GB;BELAIR
23;M;L, DK, NL;LIMPERTSBERG
32;F;F;BONNEVOIE-SUD
74;M;L;CENTS
14;F;L, E;GASPERICH
26;M;GB;ROLLINGERGRUND/BELAIR-NORD
31;M;F;HOLLERICH
80;F;L;HOLLERICH
40;M;MK;BONNEVOIE-NORD/VERLORENKOST
38;F;I;PFAFFENTHAL
11;F;GUB;ROLLINGERGRUND/BELAIR-NORD
56;M;L, MNE;MERL
43;F;R;GARE
25;F;P;BONNEVOIE-NORD/VERLORENKOST
91;F;F;LIMPERTSBERG
3;M;I;MUEHLENBACH
29;F;BLR;DOMMELDANGE
49;M;L;CENTS
59;M;L, B, E;BELAIR
51;F;BR;BONNEVOIE-NORD/VERLORENKOST
24;M;F;GARE
36;M;L;BELAIR
38;M;A;BONNEVOIE-SUD
28;M;L;LIMPERTSBERG
26;M;IR;BELAIR
58;F;F;CESSANGE
22;M;F;LIMPERTSBERG
42;F;GB;CENTS
53;M;GB;GASPERICH
32;M;F;CENTS
30;M;TR;CLAUSEN
44;M;F;NEUDORF/WEIMERSHOF
3;F;B;BELAIR
32;M;LTU;HOLLERICH
54;F;SRB;MERL
68;F;L;BELAIR
9;F;F;NEUDORF/WEIMERSHOF
68;F;L, CV;PFAFFENTHAL
22;F;P;MUEHLENBACH
25;F;L;CLAUSEN
35;M;IND;EICH
64;M;I;BEGGEN
40;M;D;NEUDORF/WEIMERSHOF
31;F;L, USA;MERL
1;M;F;GASPERICH
53;M;R;GARE
37;F;F;BONNEVOIE-SUD
52;M;E;EICH
26;F;F;GARE
68;M;L, PL;CENTS
52;M;H;LIMPERTSBERG
2;F;TJ;DOMMELDANGE
30;F;M;GRUND
58;M;P;BONNEVOIE-SUD
39;M;F;VILLE-HAUTE
1;M;L;BONNEVOIE-SUD
44;M;L;GASPERICH
26;M;L;ROLLINGERGRUND/BELAIR-NORD
20;M;L, F;HOLLERICH
39;F;GB;VILLE-HAUTE
29;M;D;CESSANGE
27;M;IND;EICH
45;M;I;DOMMELDANGE
60;M;L;BONNEVOIE-SUD
37;F;R;GASPERICH
25;M;D;KIRCHBERG
34;F;I;MERL
14;F;F;VILLE-HAUTE
55;M;P;HOLLERICH
34;M;GR;HOLLERICH
33;M;IND;ROLLINGERGRUND/BELAIR-NORD
13;F;E;HOLLERICH
38;F;BG, F;NEUDORF/WEIMERSHOF
59;F;L, FIN;CENTS
47;M;R;HAMM
25;M;F;NEUDORF/WEIMERSHOF
27;F;GB;BELAIR
97;M;L;CENTS
28;M;I;GARE
38;F;GB;GASPERICH
20;F;L, R;BONNEVOIE-SUD
34;M;ET;NEUDORF/WEIMERSHOF
42;M;L, SRB;GASPERICH
26;M;L;BONNEVOIE-SUD
2;M;B, GR;KIRCHBERG
63;M;L;CENTS
42;M;R;NEUDORF/WEIMERSHOF
10;F;USA;ROLLINGERGRUND/BELAIR-NORD
12;F;L, E, F;BELAIR
32;M;E;CESSANGE
20;M;L;BONNEVOIE-SUD
72;F;MNE;BONNEVOIE-NORD/VERLORENKOST
29;M;LTU;KIRCHBERG
44;M;P;PFAFFENTHAL
28;M;I;MUEHLENBACH
69;M;P;GASPERICH
31;M;MS;BEGGEN
51;F;I;KIRCHBERG
20;M;DK;HOLLERICH
30;M;P;HOLLERICH
36;F;L;KIRCHBERG
38;F;TR;MERL
20;F;HRV, SRB;ROLLINGERGRUND/BELAIR-NORD
41;M;P;KIRCHBERG
64;F;L;BONNEVOIE-SUD
36;M;B;NEUDORF/WEIMERSHOF
34;M;L, F;GARE
77;M;I;CENTS
69;F;L;CENTS
45;M;I;CENTS
40;F;I;CENTS
2;F;L, B;MERL
29;F;BG;HAMM
24;M;F;HOLLERICH
31;F;TJ;GASPERICH
8;M;E;VILLE-HAUTE
6;M;E;HOLLERICH
31;F;R;NEUDORF/WEIMERSHOF
39;M;F;LIMPERTSBERG
9;M;D;MERL
36;M;F;CESSANGE
35;F;IND;BEGGEN
42;M;MA;BONNEVOIE-NORD/VERLORENKOST
35;F;F;BONNEVOIE-SUD
69;F;BIH;BONNEVOIE-SUD
7;M;D;KIRCHBERG
8;M;P;GASPERICH
33;F;GB;NEUDORF/WEIMERSHOF
38;M;GB;KIRCHBERG
28;F;I;GARE
29;F;L;NEUDORF/WEIMERSHOF
3;M;F, I;GRUND
60;M;P;GARE
43;M;USA;GARE
29;F;MA;GARE
28;F;E;CESSANGE
35;M;L;ROLLINGERGRUND/BELAIR-NORD
31;F;LVA;EICH
5;M;ET;MERL
40;M;KOR;KIRCHBERG
58;M;NL;KIRCHBERG
61;M;L, I;BELAIR
1;F;L;PFAFFENTHAL
27;M;E;CESSANGE
46;M;I;BELAIR
11;F;L;DOMMELDANGE
1;F;L;VILLE-HAUTE
29;M;IRL;GASPERICH
1;F;L, RUS;GASPERICH
50;M;P;GARE
52;F;F;BONNEVOIE-SUD
61;F;L;KIRCHBERG
29;M;L;BONNEVOIE-SUD
26;F;L;MERL
32;M;B;GARE
37;M;USA;CLAUSEN
26;F;IND;BONNEVOIE-SUD
54;F;HRV;BONNEVOIE-NORD/VERLORENKOST
19;F;B, F;CESSANGE
40;M;P;GASPERICH
49;M;E;CENTS
11;M;F;HOLLERICH
6;F;L, F;CESSANGE
34;M;LTU;GASPERICH
48;F;PL;NEUDORF/WEIMERSHOF
27;M;SVN;GASPERICH
89;F;L;VILLE-HAUTE
27;F;F;DOMMELDANGE
1;M;FIN, F;BONNEVOIE-SUD
63;M;L, DK;CENTS
36;M;L;CENTS
32;F;I;NEUDORF/WEIMERSHOF
37;F;AL;NEUDORF/WEIMERSHOF
29;F;L;ROLLINGERGRUND/BELAIR-NORD
30;M;MA;GASPERICH
34;F;B;CESSANGE
82;F;D;MUEHLENBACH
28;F;UKR;BEGGEN
33;F;J;MERL
26;M;I;NEUDORF/WEIMERSHOF
46;M;E;DOMMELDANGE
84;F;L;BONNEVOIE-SUD
29;M;GR;HOLLERICH
7;M;ERY;GARE
53;M;L;PFAFFENTHAL
53;M;R;NEUDORF/WEIMERSHOF
43;F;L, F, BG;BELAIR
25;M;E;BONNEVOIE-SUD
32;F;P;GARE
75;M;L;MUEHLENBACH
34;M;P;GASPERICH
58;M;P;CENTS
12;M;GB;ROLLINGERGRUND/BELAIR-NORD
52;M;B;KIRCHBERG
35;M;F;BONNEVOIE-SUD
48;M;P, BR;GARE
17;M;L, P;HOLLERICH
40;M;L, D;BONNEVOIE-SUD
33;M;IND;BONNEVOIE-NORD/VERLORENKOST
11;F;SK;HOLLERICH
42;F;MA;GARE
25;M;I;ROLLINGERGRUND/BELAIR-NORD
23;F;IRL;WEIMERSKIRCH
36;F;KAZ;CESSANGE
4;F;F;VILLE-HAUTE
64;M;USA;GARE
35;M;L, GU;BEGGEN
11;M;J;MERL
21;M;F;VILLE-HAUTE
8;M;BG;KIRCHBERG
55;F;L, F;GASPERICH
77;F;L;CENTS
56;M;L;GASPERICH
27;M;F;MERL
67;M;F;GASPERICH
28;F;S;ROLLINGERGRUND/BELAIR-NORD
84;F;L;CESSANGE
47;M;J;BELAIR
40;M;L, DZ;LIMPERTSBERG
26;M;E;LIMPERTSBERG
27;M;F;VILLE-HAUTE
48;F;I;GASPERICH
37;M;GR;BONNEVOIE-SUD
29;F;PHL;GARE
56;M;P;LIMPERTSBERG
51;M;GB;HOLLERICH
52;M;B;GASPERICH
21;F;B;BONNEVOIE-SUD
7;M;F;BONNEVOIE-NORD/VERLORENKOST
28;M;N;GASPERICH
5;F;TN;ROLLINGERGRUND/BELAIR-NORD
24;F;F;ROLLINGERGRUND/BELAIR-NORD
29;F;IND;BONNEVOIE-SUD
35;F;BR;ROLLINGERGRUND/BELAIR-NORD
23;F;GB;CLAUSEN
39;F;L;KIRCHBERG
39;F;PL;KIRCHBERG
23;F;GR;GARE
26;M;P;GASPERICH
31;M;F;VILLE-HAUTE
3;F;L;BONNEVOIE-SUD
47;F;I;HOLLERICH
38;M;NL;CENTS
37;M;I;BELAIR
28;M;L;BONNEVOIE-NORD/VERLORENKOST
23;M;F;EICH
3;M;SP;KIRCHBERG
53;F;P;KIRCHBERG
31;F;MS;GASPERICH
55;F;L, I;MUEHLENBACH
39;M;TJ;BELAIR
35;M;F, R, MOL;MUEHLENBACH
23;F;F;NEUDORF/WEIMERSHOF
27;F;I;BONNEVOIE-SUD
33;M;P;GARE
31;M;L;HOLLERICH
16;M;F;BELAIR
24;M;L;LIMPERTSBERG
22;M;B;GASPERICH
28;M;SYR;BONNEVOIE-NORD/VERLORENKOST
31;M;L;BELAIR
46;F;ZA;NEUDORF/WEIMERSHOF
16;F;P;DOMMELDANGE
49;M;L, GR;ROLLINGERGRUND/BELAIR-NORD
56;M;L;EICH
31;M;TG;DOMMELDANGE
47;F;D, H;MERL
28;F;L, P;BONNEVOIE-NORD/VERLORENKOST
43;F;D;LIMPERTSBERG
45;F;MA;GARE
1;F;GB;GASPERICH
18;M;L, F;HOLLERICH
35;M;L;CENTS
0;M;F;HAMM
53;M;RUS;MUEHLENBACH
33;M;I;LIMPERTSBERG
28;F;IND;NEUDORF/WEIMERSHOF
41;M;F;ROLLINGERGRUND/BELAIR-NORD
40;M;F;BONNEVOIE-NORD/VERLORENKOST
28;F;L;BONNEVOIE-NORD/VERLORENKOST
36;M;DOM;BONNEVOIE-SUD
29;M;F;GASPERICH
36;M;L;BONNEVOIE-NORD/VERLORENKOST
1;F;UKR;NEUDORF/WEIMERSHOF
9;M;L, S;KIRCHBERG
81;M;L;CENTS
1;M;HRV, I;CESSANGE
25;F;F;MERL
68;M;I;BONNEVOIE-SUD
33;M;L;BONNEVOIE-SUD
1;M;D, R;MUEHLENBACH
8;M;L, F;CESSANGE
51;F;BG;HOLLERICH
34;F;SK;HOLLERICH
27;F;FIN;LIMPERTSBERG
22;F;RUS;LIMPERTSBERG
47;M;R;GASPERICH
29;F;E;LIMPERTSBERG
28;F;F;HAMM
54;F;L;KIRCHBERG
30;F;L;ROLLINGERGRUND/BELAIR-NORD
27;F;R;GASPERICH
39;F;I;WEIMERSKIRCH
3;F;F;BONNEVOIE-SUD
32;F;F;NEUDORF/WEIMERSHOF
25;M;F;BEGGEN
26;F;IND;BONNEVOIE-SUD
23;M;P;BONNEVOIE-SUD
51;M;I;HOLLERICH
60;F;I;MUEHLENBACH
28;M;I;VILLE-HAUTE
27;F;I;LIMPERTSBERG
28;M;R;BONNEVOIE-SUD
1;M;F;GASPERICH
1;M;F;LIMPERTSBERG
31;F;D;NEUDORF/WEIMERSHOF
54;F;D;GARE
67;F;D;DOMMELDANGE
33;M;B, BR;NEUDORF/WEIMERSHOF
60;M;L, CZ;GASPERICH
41;F;GB;CESSANGE
30;M;F;BONNEVOIE-NORD/VERLORENKOST
41;M;P;BONNEVOIE-SUD
17;F;GR;CESSANGE
44;F;P;CENTS
2;F;F;BONNEVOIE-SUD
28;M;F;GARE
37;M;I;MERL
43;M;I;BONNEVOIE-NORD/VERLORENKOST
54;M;I;LIMPERTSBERG
8;F;L, P;EICH
92;F;L;GRUND
25;M;L;BEGGEN
29;M;AL;LIMPERTSBERG
23;F;E;BONNEVOIE-SUD
63;F;L;BONNEVOIE-SUD
82;F;L;CENTS
79;F;L;LIMPERTSBERG
61;M;F;MERL
23;F;I;NEUDORF/WEIMERSHOF
72;M;L;HOLLERICH
34;M;E;CESSANGE
29;F;I;GASPERICH
23;F;GU;GARE
64;M;P;BONNEVOIE-SUD
59;F;NL;KIRCHBERG
66;F;L, GR;BELAIR
79;F;L;CENTS
36;F;L;BELAIR
51;M;R;DOMMELDANGE
26;M;P;NEUDORF/WEIMERSHOF
7;F;F;GASPERICH
1;F;E;GASPERICH
52;M;D;ROLLINGERGRUND/BELAIR-NORD
30;F;TJ;GASPERICH
65;M;L, BG, D;GARE
65;M;L, AFG;KIRCHBERG
23;F;D;GASPERICH
61;F;L;HOLLERICH
64;M;D;LIMPERTSBERG
42;M;GR;NEUDORF/WEIMERSHOF
50;F;L, R;HAMM
33;F;L;GASPERICH
31;F;IRL;NEUDORF/WEIMERSHOF
38;M;S;BEGGEN
53;M;L;BONNEVOIE-SUD
49;F;TJ;DOMMELDANGE
31;F;IR;BEGGEN
24;M;P;WEIMERSKIRCH
61;M;L;BELAIR
65;F;J;LIMPERTSBERG
66;F;L, BIH;GASPERICH
28;F;RUS;BEGGEN
29;F;I;CESSANGE
4;M;R;KIRCHBERG
33;F;L;BONNEVOIE-SUD
60;M;L, BIH;MERL
39;M;L;BONNEVOIE-SUD
5;F;LTU, F;KIRCHBERG
48;M;I;ROLLINGERGRUND/BELAIR-NORD
28;M;IND;GARE
25;F;R;ROLLINGERGRUND/BELAIR-NORD
31;F;LTU;BONNEVOIE-SUD
55;M;D;MERL
52;F;L;CENTS
28;M;F;BELAIR
1;F;IRQ;GASPERICH
31;F;IND;CENTS
26;F;E;BELAIR
57;F;UKR;KIRCHBERG
42;F;GUB;BONNEVOIE-NORD/VERLORENKOST
44;M;P;LIMPERTSBERG
59;F;P;BONNEVOIE-SUD
40;M;R;NEUDORF/WEIMERSHOF
60;F;L;BONNEVOIE-SUD
61;M;P;DOMMELDANGE
35;M;R;NEUDORF/WEIMERSHOF
51;M;P;GARE
51;F;F;VILLE-HAUTE
18;M;NL;MERL
12;F;J;CESSANGE
0;F;F;BONNEVOIE-SUD
25;F;MA;BONNEVOIE-SUD
26;F;IRQ;BELAIR
22;F;R;GARE
36;M;L, F;HOLLERICH
61;F;P;BONNEVOIE-SUD
26;F;IND;GASPERICH
34;M;SYR;LIMPERTSBERG
33;M;I;HOLLERICH
25;M;ET;EICH
7;M;D, MA;CLAUSEN
61;F;L;LIMPERTSBERG
24;M;IRL;BONNEVOIE-SUD
32;F;IND;HOLLERICH
24;M;L, ERY;GASPERICH
31;M;IND;MERL
84;M;L;CLAUSEN
27;F;E;HOLLERICH
38;M;USA;GARE
1;M;I;HOLLERICH
48;F;E;NEUDORF/WEIMERSHOF
72;M;L;ROLLINGERGRUND/BELAIR-NORD
28;F;TJ;VILLE-HAUTE
9;M;TR;BELAIR
29;M;IRL;CENTS
18;M;E;HOLLERICH
33;M;I;LIMPERTSBERG
43;F;TJ;BELAIR
68;F;L;CENTS
28;M;PHL;GASPERICH
42;M;IND;CENTS
31;M;L;LIMPERTSBERG
27;F;L, P;CESSANGE
57;M;L;BONNEVOIE-SUD
42;M;L;MERL
25;M;I;BELAIR
16;M;UKR;BONNEVOIE-SUD
26;F;E;GARE
28;M;MS;VILLE-HAUTE
33;M;P;GARE
36;M;H;NEUDORF/WEIMERSHOF
58;M;P;BONNEVOIE-NORD/VERLORENKOST
41;F;F;CESSANGE
8;M;P;BONNEVOIE-SUD
35;M;I;KIRCHBERG
52;M;USA;BONNEVOIE-SUD
26;F;L, NL;CENTS
32;M;RL;BONNEVOIE-SUD
23;M;F;EICH
21;M;I;BELAIR
33;M;E;HAMM
25;M;WAN;BONNEVOIE-SUD
48;F;L;BONNEVOIE-SUD
19;F;D;LIMPERTSBERG
75;F;L;GASPERICH
32;F;RL;GARE
31;F;PL;MERL
21;M;UKR;KIRCHBERG
39;M;H;GASPERICH
39;M;IND;ROLLINGERGRUND/BELAIR-NORD
49;M;UKR;MERL
56;M;P;MERL
44;M;L;NEUDORF/WEIMERSHOF
30;F;ZA;NEUDORF/WEIMERSHOF
63;F;UKR;BELAIR
22;M;F;GARE
3;F;TG, USA;BONNEVOIE-SUD
26;F;L;VILLE-HAUTE
9;F;A, B;BONNEVOIE-SUD
37;M;IND;BELAIR
28;M;L, E;NEUDORF/WEIMERSHOF
32;F;RUS;WEIMERSKIRCH
48;F;PHL;LIMPERTSBERG
43;F;L, F;BEGGEN
24;M;F;NEUDORF/WEIMERSHOF
29;M;L, BR;HAMM
42;M;P;NEUDORF/WEIMERSHOF
62;F;BG;LIMPERTSBERG
24;F;F;LIMPERTSBERG
35;F;F;MERL
68;M;L;BONNEVOIE-SUD
49;M;R;BONNEVOIE-NORD/VERLORENKOST
32;F;PAK;BELAIR
30;M;SN;GARE
11;M;ET;GARE
70;M;IRL;LIMPERTSBERG
58;F;E;LIMPERTSBERG
52;M;F;NEUDORF/WEIMERSHOF
39;M;L;KIRCHBERG
34;F;F;CESSANGE
45;M;F;ROLLINGERGRUND/BELAIR-NORD
44;F;F;HOLLERICH
50;M;L, I;LIMPERTSBERG
34;F;TR;ROLLINGERGRUND/BELAIR-NORD
47;F;PL;BONNEVOIE-SUD
44;M;D;KIRCHBERG
44;F;E;BONNEVOIE-SUD
22;M;L, AFG;GASPERICH
37;M;UKR;KIRCHBERG
38;M;I;GARE
26;F;L;BONNEVOIE-NORD/VERLORENKOST
1;M;I, D;HOLLERICH
24;M;RL;GASPERICH
22;M;I;GASPERICH
3;M;IND;CENTS
27;F;DZ;MERL
19;M;P;BEGGEN
35;M;LTU;CENTS
52;F;L;BELAIR
30;F;P;ROLLINGERGRUND/BELAIR-NORD
14;F;SVN;MERL
32;M;IND;BONNEVOIE-SUD
27;F;ERY;BEGGEN
65;F;B;BELAIR
44;F;RI;KIRCHBERG
40;M;L, IND;GARE
84;F;B;VILLE-HAUTE
5;F;UKR;VILLE-HAUTE
47;F;TJ;BELAIR
50;M;P;GARE
31;M;GR;GASPERICH
1;F;P;BONNEVOIE-SUD
20;F;UKR;CESSANGE
29;M;P;GASPERICH
32;F;I;CENTS
34;M;R;ROLLINGERGRUND/BELAIR-NORD
3;M;PL;KIRCHBERG
57;M;D;CLAUSEN
45;F;L, F;ROLLINGERGRUND/BELAIR-NORD
